task,feature,importance
cold_stress,log_light_min,0.00033963355235755444
cold_stress,spo2_delta_mean,0.0003152706485707313
cold_stress,heart_rate_min,0.000313257536618039
cold_stress,gps_speed_mps_std,0.00031054418650455773
cold_stress,spo2_delta_slope,0.0002978778793476522
cold_stress,gps_speed_mps_slope,0.00029288348741829395
cold_stress,spo2_slope,0.00028142021619714797
cold_stress,spo2_delta_min,0.0002602960739750415
cold_stress,relative_humidity_pct_slope,0.0002588086645118892
cold_stress,temp_delta_std,0.00025402437313459814
cold_stress,wind_speed_mps_mean,0.00024106577620841563
cold_stress,heart_rate_slope,0.00022501451894640923
cold_stress,ambient_temperature_c_slope,0.00022445822833105922
cold_stress,log_light_slope,0.00020689367374870926
cold_stress,hour_cos,0.00019897495803888887
cold_stress,spo2_std,0.0001983098773052916
cold_stress,thi_history_std,0.00019261002307757735
cold_stress,relative_humidity_pct_std,0.00018080385052599013
cold_stress,thi_slope,0.0001639074762351811
cold_stress,wind_speed_mps_min,0.0001551259047118947
cold_stress,ambient_history_std,0.0001400312321493402
cold_stress,wind_speed_mps_max,0.00013541613589040935
cold_stress,wind_speed_mps_std,0.00012783418060280383
cold_stress,wind_speed_mps_slope,0.00011099201219622046
cold_stress,temperature_std,0.00010173835471505299
cold_stress,relative_humidity_pct_mean,6.866568583063781e-05
cold_stress,spo2_min,6.783393473597243e-05
cold_stress,spo2_delta_std,4.0416725823888555e-05
cold_stress,ambient_temperature_c_std,0.0
cold_stress,relative_humidity_pct_max,0.0
cold_stress,temp_delta_slope,0.0
cold_stress,inactive_fraction,0.0
cold_stress,high_hr_inactive_fraction,0.0
cold_stress,weight_kg,0.0
fever,temp_delta_max,0.5367783308029175
fever,hr_delta_max,0.1397663801908493
fever,heart_rate_max,0.10661256313323975
fever,thi_mean,0.034646227955818176
fever,temp_delta_slope,0.030480220913887024
fever,temperature_max,0.024327147752046585
fever,temperature_slope,0.022791646420955658
fever,temperature_std,0.012411043047904968
fever,temp_delta_mean,0.012143252417445183
fever,hour_sin,0.010707924142479897
fever,baseline_temp,0.007046803832054138
fever,thi_history_mean,0.00642820680513978
fever,thi_history_min,0.005842552054673433
fever,hour_cos,0.002473570639267564
fever,gps_speed_mps_min,0.002307395450770855
fever,thi_min,0.0022434492129832506
fever,age_years,0.0021432291250675917
fever,thi_history_slope,0.0020956918597221375
fever,heart_rate_slope,0.0020157373510301113
fever,ambient_history_slope,0.0019627658184617758
fever,inactive_fraction,0.0019446777878329158
fever,heart_rate_mean,0.0019038696773350239
fever,spo2_max,0.0018605536315590143
fever,gps_speed_mps_std,0.0016071541467681527
fever,wind_speed_mps_min,0.0015062623424455523
fever,hr_delta_slope,0.0014315859880298376
fever,hr_delta_std,0.0013998195063322783
fever,ambient_temperature_c_mean,0.0012938904110342264
fever,hr_delta_mean,0.001186715322546661
fever,gps_speed_mps_slope,0.0011843570973724127
fever,heart_rate_std,0.0010891088750213385
fever,temperature_mean,0.0008698352612555027
fever,log_light_mean,0.0008251186227425933
fever,hr_delta_min,0.0007947459234856069
fever,ambient_temperature_c_std,0.0007728104246780276
fever,log_light_slope,0.0007533994503319263
fever,wind_speed_mps_max,0.0007022615754976869
fever,ambient_history_std,0.0007004773360677063
fever,gps_speed_mps_mean,0.0006881396984681487
fever,heart_rate_min,0.0006514776032418013
fever,log_light_max,0.0006085411878302693
fever,temperature_min,0.0005872754845768213
fever,relative_humidity_pct_min,0.0005756440223194659
fever,log_light_std,0.0005363593809306622
fever,ambient_temperature_c_max,0.000528694421518594
fever,thi_std,0.0005081876297481358
fever,temp_delta_min,0.0005012899055145681
fever,thi_history_max,0.0004991536261513829
fever,gps_speed_mps_max,0.0004824831848964095
fever,spo2_mean,0.00045608007349073887
fever,spo2_delta_max,0.0004494265594985336
fever,spo2_delta_min,0.0004414665454532951
fever,spo2_delta_slope,0.00041240028804168105
fever,relative_humidity_pct_slope,0.00040187910781241953
fever,thi_max,0.0003959026653319597
fever,ambient_history_mean,0.0003737028455361724
fever,thi_history_std,0.00036190569517202675
fever,spo2_slope,0.0003358124813530594
fever,wind_speed_mps_std,0.0003316195507068187
fever,relative_humidity_pct_std,0.00031316420063376427
fever,spo2_min,0.00029932401957921684
fever,spo2_std,0.00025014422135427594
fever,ambient_history_min,0.0002479286049492657
fever,ambient_temperature_c_slope,0.0002455496578477323
fever,log_light_min,0.00024363212287425995
fever,relative_humidity_pct_mean,0.00023477205832023174
fever,thi_slope,0.00020379510533530265
fever,spo2_delta_std,0.0001651182392379269
fever,ambient_temperature_c_min,0.0001506635162513703
fever,spo2_delta_mean,0.00014444896078202873
fever,wind_speed_mps_mean,0.00012504085316322744
fever,relative_humidity_pct_max,9.055704140337184e-05
fever,wind_speed_mps_slope,8.530301420250908e-05
fever,ambient_history_max,2.2339481802191585e-05
fever,temp_delta_std,0.0
fever,high_hr_inactive_fraction,0.0
fever,species_cow,0.0
fever,species_buffalo,0.0
fever,baseline_hr,0.0
fever,baseline_spo2,0.0
fever,weight_kg,0.0
heat_stress,temp_delta_mean,0.2837126851081848
heat_stress,temp_delta_min,0.24444229900836945
heat_stress,temp_delta_max,0.09051003307104111
heat_stress,thi_history_min,0.07404886186122894
heat_stress,thi_history_mean,0.029097585007548332
heat_stress,hour_cos,0.026022471487522125
heat_stress,temperature_max,0.016091011464595795
heat_stress,thi_history_max,0.01443062536418438
heat_stress,hr_delta_mean,0.011918061412870884
heat_stress,gps_speed_mps_max,0.01129164919257164
heat_stress,hr_delta_max,0.010747061111032963
heat_stress,gps_speed_mps_mean,0.010645158588886261
heat_stress,hour_sin,0.009442438371479511
heat_stress,heart_rate_max,0.008025649935007095
heat_stress,temperature_mean,0.007089851889759302
heat_stress,hr_delta_min,0.007065430283546448
heat_stress,thi_history_slope,0.006579141598194838
heat_stress,ambient_history_slope,0.006541566923260689
heat_stress,temp_delta_slope,0.0062459902837872505
heat_stress,heart_rate_min,0.006106075365096331
heat_stress,weight_kg,0.00597793934866786
heat_stress,age_years,0.0054414039477705956
heat_stress,baseline_hr,0.005265823565423489
heat_stress,ambient_history_max,0.005226745270192623
heat_stress,log_light_max,0.004545225761830807
heat_stress,ambient_history_mean,0.003795249154791236
heat_stress,baseline_temp,0.003770172828808427
heat_stress,temperature_min,0.0036496457178145647
heat_stress,log_light_min,0.0035044855903834105
heat_stress,thi_min,0.0034278780221939087
heat_stress,ambient_history_min,0.0031589819118380547
heat_stress,heart_rate_mean,0.0030887003522366285
heat_stress,gps_speed_mps_min,0.003085462376475334
heat_stress,ambient_history_std,0.0027347449213266373
heat_stress,baseline_spo2,0.0026778499595820904
heat_stress,spo2_mean,0.002639534417539835
heat_stress,thi_mean,0.002572706202045083
heat_stress,hr_delta_std,0.0024509935174137354
heat_stress,thi_max,0.002382345497608185
heat_stress,thi_history_std,0.0023112427443265915
heat_stress,log_light_mean,0.0021321550011634827
heat_stress,log_light_slope,0.0019935357850044966
heat_stress,ambient_temperature_c_min,0.0019406385254114866
heat_stress,ambient_temperature_c_std,0.0019180761883035302
heat_stress,temperature_std,0.0017545208102092147
heat_stress,thi_std,0.0017437837086617947
heat_stress,ambient_temperature_c_max,0.0017213255632668734
heat_stress,spo2_delta_slope,0.0016955441096797585
heat_stress,spo2_min,0.0016665947623550892
heat_stress,temp_delta_std,0.001645366777665913
heat_stress,spo2_max,0.0016153835458680987
heat_stress,relative_humidity_pct_max,0.0016037120949476957
heat_stress,wind_speed_mps_mean,0.001557073788717389
heat_stress,spo2_delta_mean,0.0015265041729435325
heat_stress,ambient_temperature_c_mean,0.0015238593332469463
heat_stress,gps_speed_mps_std,0.0014472155598923564
heat_stress,spo2_delta_min,0.0013733572559431195
heat_stress,spo2_delta_max,0.0013332482194527984
heat_stress,relative_humidity_pct_slope,0.0013313257368281484
heat_stress,wind_speed_mps_max,0.0013310357462614775
heat_stress,thi_slope,0.001296676811762154
heat_stress,log_light_std,0.001248316839337349
heat_stress,ambient_temperature_c_slope,0.001244719373062253
heat_stress,temperature_slope,0.0012272187741473317
heat_stress,wind_speed_mps_std,0.0011877514189109206
heat_stress,wind_speed_mps_min,0.0011638067662715912
heat_stress,heart_rate_std,0.0010795405833050609
heat_stress,spo2_slope,0.001065942458808422
heat_stress,heart_rate_slope,0.0009890355868265033
heat_stress,spo2_std,0.000977942836470902
heat_stress,wind_speed_mps_slope,0.0009436295949853957
heat_stress,relative_humidity_pct_mean,0.0009249065769836307
heat_stress,gps_speed_mps_slope,0.0008930170442909002
heat_stress,relative_humidity_pct_std,0.0006055227713659406
heat_stress,relative_humidity_pct_min,0.0005369987920857966
heat_stress,hr_delta_slope,0.0
heat_stress,spo2_delta_std,0.0
heat_stress,inactive_fraction,0.0
heat_stress,high_hr_inactive_fraction,0.0
heat_stress,species_cow,0.0
heat_stress,species_buffalo,0.0
hypoxemia,spo2_mean,0.5522717833518982
hypoxemia,spo2_delta_mean,0.24749347567558289
hypoxemia,spo2_min,0.17458751797676086
hypoxemia,hr_delta_max,0.0032924364786595106
hypoxemia,spo2_delta_min,0.0031250854954123497
hypoxemia,log_light_std,0.0010550434235483408
hypoxemia,log_light_max,0.0009369169711135328
hypoxemia,ambient_temperature_c_std,0.0007627499871887267
hypoxemia,ambient_temperature_c_mean,0.0007345648482441902
hypoxemia,hr_delta_mean,0.0006380196427926421
hypoxemia,heart_rate_slope,0.0006358426180668175
hypoxemia,relative_humidity_pct_max,0.0005959985428489745
hypoxemia,hour_sin,0.000591207412071526
hypoxemia,relative_humidity_pct_std,0.000525213370565325
hypoxemia,hr_delta_min,0.0005235252319835126
hypoxemia,spo2_std,0.0004975878400728106
hypoxemia,heart_rate_std,0.0004938155179843307
hypoxemia,heart_rate_mean,0.0004750710795633495
hypoxemia,heart_rate_min,0.00045924834557808936
hypoxemia,temperature_std,0.00045748744742013514
hypoxemia,spo2_delta_std,0.0004551041347440332
hypoxemia,log_light_mean,0.0004335554549470544
hypoxemia,temp_delta_mean,0.00042855634819716215
hypoxemia,gps_speed_mps_slope,0.00041899021016433835
hypoxemia,spo2_delta_max,0.00041760451858863235
hypoxemia,temp_delta_max,0.0004129551234655082
hypoxemia,thi_std,0.0003932418185286224
hypoxemia,log_light_min,0.00038737457362003624
hypoxemia,hour_cos,0.0003749885072465986
hypoxemia,wind_speed_mps_slope,0.00035391972051002085
hypoxemia,relative_humidity_pct_mean,0.00033836442162282765
hypoxemia,ambient_temperature_c_slope,0.00030800633248873055
hypoxemia,temperature_mean,0.0003044695477001369
hypoxemia,gps_speed_mps_min,0.0002923046122305095
hypoxemia,temperature_slope,0.00028543241205625236
hypoxemia,thi_history_std,0.0002799744252115488
hypoxemia,spo2_max,0.0002788708370644599
hypoxemia,temperature_min,0.00027830121689476073
hypoxemia,spo2_slope,0.00027715007308870554
hypoxemia,wind_speed_mps_mean,0.00027575629064813256
hypoxemia,thi_slope,0.0002753682201728225
hypoxemia,gps_speed_mps_mean,0.00026723407790996134
hypoxemia,temp_delta_std,0.00023759961186442524
hypoxemia,gps_speed_mps_max,0.00022200406237971038
hypoxemia,baseline_hr,0.00021985291095916182
hypoxemia,thi_history_max,0.0001830044639063999
hypoxemia,heart_rate_max,0.0001806094660423696
hypoxemia,temp_delta_slope,0.0001623926218599081
hypoxemia,temperature_max,0.00015215034363791347
hypoxemia,gps_speed_mps_std,0.00015069528308231384
hypoxemia,thi_min,0.00013769377255812287
hypoxemia,wind_speed_mps_min,0.00013577028585132211
hypoxemia,thi_history_slope,0.00013281407882459462
hypoxemia,wind_speed_mps_std,0.00010467721585882828
hypoxemia,temp_delta_min,9.817014506552368e-05
hypoxemia,ambient_history_min,8.530958439223468e-05
hypoxemia,relative_humidity_pct_slope,6.119901809142902e-05
hypoxemia,ambient_history_std,4.599153544404544e-05
hypoxemia,log_light_slope,0.0
hypoxemia,ambient_temperature_c_min,0.0
hypoxemia,ambient_temperature_c_max,0.0
hypoxemia,relative_humidity_pct_min,0.0
hypoxemia,wind_speed_mps_max,0.0
hypoxemia,thi_mean,0.0
hypoxemia,thi_max,0.0
hypoxemia,hr_delta_std,0.0
hypoxemia,hr_delta_slope,0.0
hypoxemia,spo2_delta_slope,0.0
hypoxemia,thi_history_mean,0.0
hypoxemia,thi_history_min,0.0
hypoxemia,ambient_history_mean,0.0
hypoxemia,ambient_history_max,0.0
hypoxemia,ambient_history_slope,0.0
hypoxemia,inactive_fraction,0.0
hypoxemia,high_hr_inactive_fraction,0.0
hypoxemia,species_cow,0.0
hypoxemia,species_buffalo,0.0
hypoxemia,baseline_temp,0.0
hypoxemia,baseline_spo2,0.0
hypoxemia,age_years,0.0
hypoxemia,weight_kg,0.0
